,net1 - training loss,net1 - training accuracy,net1 - testing accuracy,net2 - training loss,net2 - training accuracy,net2 - testing accuracy,net3 - training loss,net3 - training accuracy,net3 - testing accuracy,net4 - training loss,net4 - training accuracy,net4 - testing accuracy,net5 - training loss,net5 - training accuracy,net5 - testing accuracy,net6 - training loss,net6 - training accuracy,net6 - testing accuracy,net7 - training loss,net7 - training accuracy,net7 - testing accuracy,net8 - training loss,net8 - training accuracy,net8 - testing accuracy,net9 - training loss,net9 - training accuracy,net9 - testing accuracy,net10 - training loss,net10 - training accuracy,net10 - testing accuracy,net11 - training loss,net11 - training accuracy,net11 - testing accuracy,net12 - training loss,net12 - training accuracy,net12 - testing accuracy,net13 - training loss,net13 - training accuracy,net13 - testing accuracy,net14 - training loss,net14 - training accuracy,net14 - testing accuracy,net15 - training loss,net15 - training accuracy,net15 - testing accuracy
20,0.001177313,94.9477,87.835106,0.000715396,97.06649,88.42021,0.000288802,99.038124,88.26596,0.000207453,99.382095,88.50532,0.000100067,99.72518,88.82447,0.001494386,93.3165,88.15426,0.001168934,94.80851,88.473404,0.000668838,97.33511,88.702126,0.000276006,99.12855,88.51596,0.000310894,98.91844,88.05851,0.001582364,92.77926,88.38298,0.001291802,93.96809,88.96809,0.000856871,96.125885,88.723404,0.000455389,98.19327,88.97872,0.000438781,98.20745,88.393616
21,0.001114914,95.25444,87.92553,0.000658515,97.42288,88.13298,0.000268316,99.149826,88.47872,0.000144994,99.63919,88.51596,4.63E-05,99.914894,88.90958,0.001434615,93.648056,87.82447,0.001106175,95.05231,88.680855,0.000613161,97.58688,88.40958,0.000254602,99.229614,88.414894,0.000282985,99.01951,88.452126,0.001514073,93.1188,88.414894,0.001224859,94.331566,88.88298,0.000799873,96.4539,88.86702,0.000428161,98.323586,89.085106,0.000427946,98.26242,88.44149
22,0.001059935,95.52039,87.856384,0.000611995,97.6188,88.26596,0.000240466,99.288124,88.43617,7.66E-05,99.88387,88.739365,3.54E-05,99.94238,89.12766,0.001378222,93.94947,87.930855,0.00105103,95.37412,88.510635,0.00056021,97.88564,88.45744,0.000241163,99.28724,88.643616,0.000188525,99.44593,88.164894,0.001468041,93.33955,88.430855,0.001177357,94.55763,88.79256,0.000742905,96.75798,88.835106,0.000447525,98.20923,88.69149,0.000369901,98.54522,88.32979
23,0.000996596,95.898056,87.760635,0.000563458,97.896286,88.202126,0.000217496,99.38299,88.297874,9.25E-05,99.81738,88.89893,1.60E-05,99.995575,89.19681,0.001317096,94.258865,87.87766,0.000998363,95.63121,88.42553,0.000511223,98.16667,88.51596,0.000235537,99.3289,88.53723,0.000122614,99.708336,88.414894,0.001417894,93.58865,88.57979,0.001130991,94.82802,88.87766,0.000682998,97.06294,88.87234,0.000446833,98.20479,88.29256,0.000329189,98.71809,88.57979
24,0.000945192,96.130325,87.87766,0.000528167,98.03547,88.15426,0.00020593,99.45036,88.40426,3.77E-05,99.98848,88.914894,1.21E-05,99.99823,89.26596,0.001262872,94.48405,87.80319,0.000939564,95.90515,88.606384,0.000469956,98.273056,88.60107,0.000235022,99.34043,88.24468,5.58E-05,99.93617,88.75,0.001366182,93.86791,88.32447,0.001074788,95.07625,88.51596,0.00064831,97.247345,88.70744,0.000434174,98.24203,88.17553,0.000324454,98.72341,88.35107
25,0.00089106,96.40869,87.55851,0.00048699,98.25001,88.26596,0.000175955,99.58511,88.143616,2.59E-05,99.99468,89.12766,1.13E-05,100,89.27128,0.001213291,94.66933,87.3617,0.000886541,96.227844,88.25,0.000434126,98.46188,88.414894,0.000263163,99.2243,87.76596,2.76E-05,99.99203,88.98404,0.001318422,94.14894,88.22872,0.001029845,95.37412,88.526596,0.000606095,97.469864,88.57979,0.000395164,98.46809,88.93617,0.000258814,99.10018,88.57447
26,0.000843684,96.66845,87.44681,0.000451324,98.41224,87.8883,0.000152384,99.66667,88.39893,2.26E-05,100,89.085106,1.16E-05,100,89.335106,0.001164727,95.02749,87.39893,0.000839012,96.524826,88.14893,0.000408916,98.55142,87.97872,0.000284409,99.08777,88.414894,2.01E-05,100,88.973404,0.001266573,94.354614,88.547874,0.000978702,95.6782,88.606384,0.000556439,97.75178,88.40958,0.000337737,98.747345,88.6383,0.000213013,99.26064,88.48404
27,0.000799691,96.85993,87.723404,0.000421043,98.53369,88.28191,0.000127797,99.76153,88.260635,2.21E-05,100,89.12234,1.20E-05,100,89.297874,0.001114722,95.21455,87.44681,0.000787335,96.80054,88.180855,0.0003671,98.78281,88.49468,0.000187413,99.52571,88.36702,1.90E-05,100,89.07979,0.001220274,94.64451,88.335106,0.000928979,95.89362,88.52128,0.000523489,97.90071,88.510635,0.000400099,98.46809,88.276596,0.000152255,99.56915,88.510635
28,0.000754405,97.13653,87.739365,0.000399022,98.624115,87.84574,0.000108507,99.83865,88.68617,2.25E-05,100,89.106384,1.26E-05,100,89.239365,0.001063468,95.52394,87.76596,0.00074148,97.01951,87.98404,0.00034249,98.891846,88.1383,0.00013043,99.73671,88.44681,1.90E-05,100,89.1117,0.001175298,94.78546,88.32979,0.000885386,96.14096,88.20744,0.000501881,97.93972,88.60107,0.000340617,98.74468,88.393616,0.000148727,99.594864,88.99468
29,0.000706047,97.3493,87.46809,0.000374771,98.76242,88.1117,0.000111796,99.805855,88.335106,2.32E-05,100,89.17553,1.31E-05,100,89.28191,0.001022798,95.73848,87.78191,0.000696703,97.276596,87.84042,0.000323901,98.95213,88.164894,0.000105014,99.80763,88.57979,1.94E-05,100,89.15426,0.001123077,95.11171,88.239365,0.000844541,96.37323,88.547874,0.000462091,98.1649,88.52128,0.000300474,98.96898,88.723404,8.66E-05,99.80763,88.643616
30,0.000676379,97.487595,87.180855,0.000344666,98.899826,88.09574,6.66E-05,99.96277,88.606384,2.38E-05,100,89.164894,1.38E-05,100,89.29256,0.000972759,95.98227,87.65426,0.000658969,97.43706,88.09042,0.000306985,99.02217,88.12234,7.13E-05,99.927315,88.835106,2.00E-05,100,89.164894,0.001081153,95.3422,88.1117,0.000805623,96.59575,88.20744,0.000429841,98.34397,88.62766,0.000271163,99.0922,88.42021,7.98E-05,99.82802,88.88298
31,0.000640382,97.6915,87.414894,0.000332643,98.93795,88.25532,4.54E-05,99.999115,88.70744,2.44E-05,100,89.180855,1.44E-05,100,89.30319,0.000924354,96.273056,87.60107,0.000623036,97.65692,88.22872,0.00028778,99.14362,88.42553,4.50E-05,99.98671,88.87766,2.07E-05,100,89.07447,0.00103598,95.54167,87.92553,0.000757613,96.854614,88.297874,0.000415093,98.42819,88.64893,0.000212447,99.35816,88.46277,8.11E-05,99.821815,88.87766
32,0.00060729,97.831566,87.71809,0.000309119,99.05054,88.07447,4.13E-05,99.999115,88.819145,2.51E-05,100,89.17553,1.50E-05,100,89.35107,0.000888011,96.3954,87.75532,0.000590398,97.72873,87.797874,0.00027929,99.19947,88.106384,3.34E-05,99.999115,89.010635,2.14E-05,100,89.19149,0.000993214,95.776596,88.3617,0.000716503,97.1055,88.42553,0.00041588,98.42819,88.22872,0.00017691,99.503555,88.55319,4.73E-05,99.927315,88.85107
33,0.000579313,97.9415,87.430855,0.000297185,99.06915,88.12766,4.07E-05,99.999115,88.835106,2.57E-05,100,89.15426,1.57E-05,100,89.30851,0.000851322,96.59398,87.180855,0.000559765,97.93706,87.95744,0.000253115,99.313835,88.047874,3.14E-05,100,88.914894,2.22E-05,100,89.20744,0.000949136,95.9743,88.27128,0.000681433,97.218094,88.29256,0.000393542,98.54345,88.60107,0.000157261,99.604614,88.90426,2.36E-05,99.989365,89.25532
34,0.000549793,98.07092,87.40426,0.00027702,99.21011,88.19149,4.08E-05,100,88.75532,2.65E-05,100,89.21277,1.63E-05,100,89.34574,0.000812304,96.82979,87.23404,0.000530891,98.05852,87.893616,0.000252915,99.31915,87.952126,3.17E-05,100,88.89893,2.29E-05,100,89.12766,0.000908342,96.29079,88.09042,0.000644601,97.473404,88.473404,0.00038079,98.57713,88.44681,0.000127108,99.69947,88.65426,1.46E-05,100,89.30851
35,0.000519024,98.22341,87.430855,0.000254405,99.34132,88.239365,4.11E-05,100,88.723404,2.72E-05,100,89.20744,1.69E-05,100,89.32979,0.000770823,96.99823,87.60107,0.000501213,98.188835,88.05851,0.000219469,99.44593,88.164894,3.21E-05,100,88.94681,2.38E-05,100,89.13298,0.00087318,96.44592,87.930855,0.000613995,97.61969,88.06383,0.000352641,98.729614,88.526596,0.000100917,99.80675,88.68617,1.44E-05,100,89.34574
36,0.000503783,98.31029,87.319145,0.000236187,99.38564,88.28723,4.15E-05,100,88.84042,2.78E-05,100,89.10107,1.74E-05,100,89.430855,0.000737942,97.22075,87.20744,0.00047741,98.33422,88.05851,0.00019619,99.555855,88.23404,3.29E-05,100,88.95744,2.44E-05,100,89.14893,0.000833058,96.64894,88.10107,0.000586764,97.72253,88.10107,0.00033693,98.79433,88.42021,7.96E-05,99.880325,88.94149,1.46E-05,100,89.37234
37,0.000485341,98.4016,87.47872,0.000226534,99.42642,88.21809,4.19E-05,100,88.797874,2.84E-05,100,89.106384,1.79E-05,100,89.414894,0.000712472,97.31561,87.56383,0.000454085,98.42022,87.57447,0.000200056,99.50976,87.98404,3.38E-05,100,88.914894,2.51E-05,100,89.239365,0.000797547,96.82802,87.80851,0.000555196,97.86082,88.106384,0.000328929,98.83422,88.297874,0.000148191,99.6055,88.77128,1.52E-05,100,89.393616
